Date,a,ticket
2015-02-06,0.0258,GOOGL
2015-02-05,0,GOOGL
2015-02-05,0,GOOGL
2015-02-05,0.25,GOOGL
2015-02-03,0,GOOGL
2015-02-03,0,GOOGL
2015-02-02,0,GOOGL
2015-02-02,0,GOOGL
2015-02-02,0,GOOGL
2015-02-02,-0.5267,GOOGL
2015-01-30,0.5574,GOOGL
2015-01-30,0.7425,GOOGL
2015-01-30,0.7425,GOOGL
2015-01-30,0.7425,GOOGL
2015-01-29,0,GOOGL
2015-01-29,0,GOOGL
2015-01-29,-0.4215,GOOGL
2015-01-28,0.5859,GOOGL
2015-01-28,0.5859,GOOGL
2015-01-28,-0.296,GOOGL
2015-01-26,0.5423,GOOGL
2015-01-22,0,GOOGL
2015-01-22,0,GOOGL
2015-01-22,0,GOOGL
2015-01-22,0,GOOGL
2015-01-22,0.0258,GOOGL
2015-01-21,0.2732,GOOGL
2015-01-21,0,GOOGL
2015-01-21,-0.2732,GOOGL
2015-01-21,0,GOOGL
2015-01-20,0.2263,GOOGL
2015-01-20,0.2263,GOOGL
2015-01-20,0.2263,GOOGL
2015-01-20,0,GOOGL
2015-01-20,0,GOOGL
2015-01-20,0,GOOGL
2015-01-19,0.0772,GOOGL
2015-01-19,0.0772,GOOGL
2015-01-19,0,GOOGL
2015-01-19,-0.6369,GOOGL
2015-01-19,-0.6369,GOOGL
2015-01-17,0.0258,GOOGL
2015-01-17,0.0258,GOOGL
2015-01-17,0.0258,GOOGL
2015-01-16,-0.25,GOOGL
2015-01-15,-0.25,GOOGL
2015-01-15,-0.25,GOOGL
2015-01-14,0.2023,GOOGL
2015-01-14,0,GOOGL
2015-01-14,0,GOOGL
2015-01-14,-0.2732,GOOGL
2015-01-14,-0.2732,GOOGL
2015-01-14,-0.1531,GOOGL
2015-01-14,-0.1531,GOOGL
2015-01-14,-0.1531,GOOGL
2015-01-14,-0.2732,GOOGL
2015-01-14,0.4215,GOOGL
2015-01-13,0,GOOGL
2015-01-12,0,GOOGL
2015-01-12,-0.3818,GOOGL
2015-01-12,-0.3818,GOOGL
2015-01-12,-0.6249,GOOGL
2015-01-12,-0.6249,GOOGL
2015-01-12,0.2263,GOOGL
2015-01-12,0.2263,GOOGL
2015-01-12,0.2263,GOOGL
2015-01-12,0,GOOGL
2015-01-08,0,GOOGL
2015-01-08,0,GOOGL
2015-01-08,0.0258,GOOGL
2015-01-08,0.0258,GOOGL
2015-01-06,0,GOOGL
2015-01-06,0,GOOGL
2015-01-06,0,GOOGL
2015-01-06,0,GOOGL
2014-12-29,-0.2023,GOOGL
2014-12-29,0.34,GOOGL
2014-12-28,0.34,GOOGL
2014-12-28,0.34,GOOGL
2014-12-26,-0.4767,GOOGL
2014-12-25,0.34,GOOGL
2014-12-25,0.34,GOOGL
2014-12-24,-0.4767,GOOGL
2014-12-24,-0.4767,GOOGL
2014-12-24,0,GOOGL
2014-12-24,-0.7184,GOOGL
2014-12-24,-0.8834,GOOGL
2014-12-23,-0.8834,GOOGL
2014-12-19,0.7003,GOOGL
2014-12-18,-0.4767,GOOGL
2014-12-18,-0.2263,GOOGL
2014-12-18,-0.4588,GOOGL
2014-12-18,-0.25,GOOGL
2014-12-18,-0.25,GOOGL
2014-12-15,0.4019,GOOGL
2014-12-15,0.4019,GOOGL
2014-12-15,0.5773,GOOGL
2014-12-15,0.5773,GOOGL
2014-12-12,-0.6124,GOOGL
2014-12-12,-0.6124,GOOGL
2014-12-12,-0.6124,GOOGL
2014-12-12,0.296,GOOGL
2014-12-12,0.296,GOOGL
2014-12-11,0.0516,GOOGL
2014-12-11,0.0516,GOOGL
2014-12-11,-0.1027,GOOGL
2014-12-11,-0.2247,GOOGL
2014-12-11,-0.1027,GOOGL
2014-12-11,0.1027,GOOGL
2014-12-11,0.1027,GOOGL
2014-12-11,0.3612,GOOGL
2014-12-10,0.7351,GOOGL
2014-12-10,0.8591,GOOGL
2014-12-10,0.8591,GOOGL
2014-12-09,0.5859,GOOGL
2014-12-09,-0.1124,GOOGL
2014-12-09,0,GOOGL
2014-12-09,0,GOOGL
2014-12-04,-0.3818,GOOGL
2014-12-03,-0.743,GOOGL
2014-12-03,-0.743,GOOGL
2014-12-03,-0.743,GOOGL
2014-12-03,-0.743,GOOGL
2014-12-03,0.8516,GOOGL
2014-12-03,0.8516,GOOGL
2014-12-03,-0.3818,GOOGL
2014-12-03,0,GOOGL
2014-12-03,0.4019,GOOGL
2014-12-03,0.4019,GOOGL
2014-12-02,-0.0772,GOOGL
2014-12-02,-0.0772,GOOGL
2014-11-28,0.4005,GOOGL
2014-11-27,0.4005,GOOGL
2014-11-27,0,GOOGL
2014-11-27,0.4404,GOOGL
2014-11-27,-0.34,GOOGL
2014-11-26,0.2732,GOOGL
2014-11-26,-0.34,GOOGL
2014-11-25,0.7089,GOOGL
2014-11-25,0.7089,GOOGL
2014-11-25,0.7089,GOOGL
2014-11-24,-0.1531,GOOGL
2014-11-24,-0.1531,GOOGL
2014-11-24,-0.4767,GOOGL
2014-11-24,0.1027,GOOGL
2014-11-21,0,GOOGL
2014-11-21,0,GOOGL
2014-11-21,0,GOOGL
2014-11-21,0,GOOGL
2014-11-21,0,GOOGL
2014-11-20,0.0772,GOOGL
2014-11-20,0.8126,GOOGL
2014-11-19,0.2023,GOOGL
2014-11-19,0.2023,GOOGL
2014-11-19,0.3612,GOOGL
2014-11-19,0.3612,GOOGL
2014-11-15,0.4404,GOOGL
2014-11-15,0.4404,GOOGL
2014-11-14,0.4404,GOOGL
2014-11-14,0.4404,GOOGL
2014-11-13,0.0762,GOOGL
2014-11-13,-0.296,GOOGL
2014-11-13,0.0762,GOOGL
2014-11-12,-0.4767,GOOGL
2014-11-12,0.2263,GOOGL
2014-11-12,0.2263,GOOGL
2014-11-12,0.4215,GOOGL
2014-11-12,-0.4767,GOOGL
2014-11-12,-0.4939,GOOGL
2014-11-11,0.2732,GOOGL
2014-11-11,0.2732,GOOGL
2014-11-11,0,GOOGL
2014-11-11,0,GOOGL
2014-11-11,-0.1779,GOOGL
2014-11-11,-0.1779,GOOGL
2014-11-10,0,GOOGL
2014-11-06,-0.1531,GOOGL
2014-11-05,-0.7096,GOOGL
2014-11-05,-0.7096,GOOGL
2014-11-05,0.7572,GOOGL
2014-11-05,-0.4767,GOOGL
2014-11-05,-0.4404,GOOGL
2014-11-05,0,GOOGL
2014-11-05,-0.4404,GOOGL
2014-11-05,-0.4767,GOOGL
2014-11-04,0.25,GOOGL
2014-11-04,-0.5267,GOOGL
2014-11-04,-0.5719,GOOGL
2014-10-31,0,GOOGL
2014-10-31,0,GOOGL
2014-10-30,0,GOOGL
2014-10-30,0,GOOGL
2014-10-30,-0.3612,GOOGL
2014-10-30,-0.7034,GOOGL
2014-10-29,-0.4939,GOOGL
2014-10-29,0,GOOGL
2014-10-29,0.0516,GOOGL
2014-10-29,0.0772,GOOGL
2014-10-29,0.0772,GOOGL
2014-10-29,-0.5106,GOOGL
2014-10-29,-0.5106,GOOGL
2014-10-28,-0.34,GOOGL
2014-10-28,0.4215,GOOGL
2014-10-28,0.4215,GOOGL
2014-10-28,0,GOOGL
2014-10-28,0,GOOGL
2014-10-25,-0.4939,GOOGL
2014-10-25,-0.4939,GOOGL
2014-10-24,0,GOOGL
2014-10-24,0,GOOGL
2014-10-24,0,GOOGL
2014-10-23,0.2732,GOOGL
2014-10-23,0.4767,GOOGL
2014-10-23,0.4767,GOOGL
2014-10-22,0.5267,GOOGL
2014-10-22,0.5267,GOOGL
2014-10-22,0.128,GOOGL
2014-10-21,0.3818,GOOGL
2014-10-21,0.3818,GOOGL
2014-10-21,0.4939,GOOGL
2014-10-17,0.7783,GOOGL
2014-10-16,0,GOOGL
2014-10-16,0.7783,GOOGL
2014-10-16,0.7783,GOOGL
2014-10-16,0,GOOGL
2014-10-16,0,GOOGL
2014-10-16,0.7096,GOOGL
2014-10-16,-0.4404,GOOGL
2014-10-16,0,GOOGL
2014-10-16,0.2732,GOOGL
2014-10-16,-0.4404,GOOGL
2014-10-15,0,GOOGL
2014-10-15,0.34,GOOGL
2014-10-14,0,GOOGL
2014-10-14,-0.2263,GOOGL
2014-10-14,-0.2732,GOOGL
2014-10-14,0,GOOGL
2014-10-14,-0.2732,GOOGL
2014-10-14,-0.5106,GOOGL
2014-10-14,0,GOOGL
2014-10-14,0.3182,GOOGL
2014-10-14,0.4215,GOOGL
2014-10-14,0.3182,GOOGL
2014-10-13,0,GOOGL
2014-10-10,0.5859,GOOGL
2014-10-10,0,GOOGL
2014-10-09,0.2247,GOOGL
2014-10-08,0.4215,GOOGL
2014-10-08,0,GOOGL
2014-10-08,-0.1531,GOOGL
2014-10-07,0,GOOGL
2014-10-07,0,GOOGL
2014-10-07,0.8402,GOOGL
2014-10-07,0.5267,GOOGL
2014-10-03,-0.1779,GOOGL
2014-10-03,0.6705,GOOGL
2014-10-03,0,GOOGL
2014-10-03,0,GOOGL
2014-10-03,0,GOOGL
2014-10-02,0.6705,GOOGL
2014-10-02,0.6705,GOOGL
2014-10-02,-0.743,GOOGL
2014-10-02,-0.743,GOOGL
2014-10-02,-0.743,GOOGL
2014-10-02,-0.2263,GOOGL
2014-10-02,0,GOOGL
2014-10-01,0,GOOGL
2014-09-30,0,GOOGL
2014-09-30,0,GOOGL
2014-09-30,-0.699,GOOGL
2014-09-30,-0.699,GOOGL
2014-09-30,0,GOOGL
2014-09-30,0,GOOGL
2014-09-29,-0.128,GOOGL
2014-09-29,-0.128,GOOGL
2014-09-29,-0.128,GOOGL
2014-09-29,-0.128,GOOGL
2014-09-29,-0.296,GOOGL
2014-09-26,0.4019,GOOGL
2014-09-26,0.4019,GOOGL
2014-09-26,0.1531,GOOGL
2014-09-26,0.1531,GOOGL
2014-09-26,0.1779,GOOGL
2014-09-25,-0.7003,GOOGL
2014-09-25,-0.7003,GOOGL
2014-09-25,0.1531,GOOGL
2014-09-25,0.1531,GOOGL
2014-09-25,0.4019,GOOGL
2014-09-25,0,GOOGL
2014-09-23,-0.4019,GOOGL
2014-09-23,-0.34,GOOGL
2014-09-23,0,GOOGL
2014-09-23,0,GOOGL
2014-09-22,0.0258,GOOGL
2014-09-22,0.0258,GOOGL
2014-09-22,0.0258,GOOGL
2014-09-22,0,GOOGL
2014-09-22,0,GOOGL
2014-09-19,0,GOOGL
2014-09-18,0,GOOGL
2014-09-18,0,GOOGL
2014-09-18,-0.5106,GOOGL
2014-09-18,0.4588,GOOGL
2014-09-18,0.4404,GOOGL
2014-09-17,0,GOOGL
2014-09-16,0,GOOGL
2014-09-16,0,GOOGL
2014-09-16,0.3612,GOOGL
2014-09-15,-0.4588,GOOGL
2014-09-15,-0.4588,GOOGL
2014-09-15,-0.6808,GOOGL
2014-09-15,-0.6808,GOOGL
2014-09-15,0.7003,GOOGL
2014-09-15,0,GOOGL
2014-09-15,0.296,GOOGL
2014-09-12,0.4215,GOOGL
2014-09-12,-0.0772,GOOGL
2014-09-12,-0.0772,GOOGL
2014-09-12,0.0516,GOOGL
2014-09-12,0.0516,GOOGL
2014-09-12,0.3182,GOOGL
2014-09-12,0,GOOGL
2014-09-12,0.2263,GOOGL
2014-09-12,0.296,GOOGL
2014-09-10,0,GOOGL
2014-09-10,-0.4767,GOOGL
2014-09-10,-0.128,GOOGL
2014-09-10,-0.128,GOOGL
2014-09-10,0.25,GOOGL
2014-09-10,0.296,GOOGL
2014-09-10,0.296,GOOGL
2014-09-10,0.4215,GOOGL
2014-09-10,0,GOOGL
2014-09-09,0.4588,GOOGL
2014-09-09,-0.2263,GOOGL
2014-09-08,0.5106,GOOGL
2014-09-08,-0.1027,GOOGL
2014-09-08,-0.1027,GOOGL
2014-09-08,0.5106,GOOGL
2014-09-05,-0.4588,GOOGL
2014-09-05,-0.4588,GOOGL
2014-09-05,-0.6597,GOOGL
2014-09-04,-0.3612,GOOGL
2014-09-04,-0.6369,GOOGL
2014-09-04,0.2023,GOOGL
2014-09-04,0.296,GOOGL
2014-09-04,0.5106,GOOGL
2014-09-04,0.5106,GOOGL
2014-09-04,0,GOOGL
2014-09-04,0.8316,GOOGL
2014-09-04,0.8316,GOOGL
2014-09-03,-0.2263,GOOGL
2014-09-03,-0.2263,GOOGL
2014-09-03,0.5859,GOOGL
2014-09-03,0.5859,GOOGL
2014-09-03,-0.2732,GOOGL
2014-09-03,0,GOOGL
2014-09-03,-0.5859,GOOGL
2014-09-03,0.296,GOOGL
2014-09-03,0.296,GOOGL
2014-08-29,0.5719,GOOGL
2014-08-29,0.3818,GOOGL
2014-08-28,0.3818,GOOGL
2014-08-28,0.5719,GOOGL
2014-08-28,0.5719,GOOGL
2014-08-28,0.5719,GOOGL
2014-08-28,0,GOOGL
2014-08-28,0.5719,GOOGL
2014-08-26,0,GOOGL
2014-08-26,0,GOOGL
2014-08-26,0,GOOGL
2014-08-26,-0.0516,GOOGL
2014-08-25,0.5719,GOOGL
2014-08-25,0.34,GOOGL
2014-08-25,0.6486,GOOGL
2014-08-25,0.4767,GOOGL
2014-08-24,0,GOOGL
2014-08-22,0.5086,GOOGL
2014-08-20,-0.4404,GOOGL
2014-08-20,-0.4404,GOOGL
2014-08-20,0,GOOGL
2014-08-20,0,GOOGL
2014-08-19,-0.1531,GOOGL
2014-08-19,0,GOOGL
2014-08-19,0,GOOGL
2014-08-18,0.1779,GOOGL
2014-08-17,0.2006,GOOGL
2014-08-17,0.2006,GOOGL
2014-08-17,0.2006,GOOGL
2014-08-16,0,GOOGL
2014-08-15,-0.2732,GOOGL
2014-08-15,0.2023,GOOGL
2014-08-14,0.4019,GOOGL
2014-08-13,-0.4215,GOOGL
2014-08-13,-0.4215,GOOGL
2014-08-13,0,GOOGL
2014-08-12,0.5994,GOOGL
2014-08-12,0.5994,GOOGL
2014-08-08,0.0258,GOOGL
2014-08-08,0.0258,GOOGL
2014-08-08,-0.7184,GOOGL
2014-08-08,0.0258,GOOGL
2014-08-08,-0.7964,GOOGL
2014-08-08,0.6908,GOOGL
2014-08-08,0.6908,GOOGL
2014-08-07,0.7003,GOOGL
2014-08-07,0.7003,GOOGL
2014-08-06,0,GOOGL
2014-08-06,0.2617,GOOGL
2014-08-06,-0.7506,GOOGL
2014-08-06,-0.7506,GOOGL
2014-08-04,-0.891,GOOGL
2014-07-31,0,GOOGL
2014-07-31,-0.296,GOOGL
2014-07-30,-0.3182,GOOGL
2014-07-30,0.0772,GOOGL
2014-07-30,-0.3182,GOOGL
2014-07-25,0,GOOGL
2014-07-25,-0.2263,GOOGL
2014-07-25,0,GOOGL
2014-07-25,-0.807,GOOGL
2014-07-24,-0.7003,GOOGL
2014-07-24,-0.4404,GOOGL
2014-07-24,-0.2263,GOOGL
2014-07-23,0,GOOGL
2014-07-23,0,GOOGL
2014-07-22,0.2732,GOOGL
2014-07-22,0.2732,GOOGL
2014-07-22,-0.6369,GOOGL
2014-07-22,-0.3749,GOOGL
2014-07-22,-0.3749,GOOGL
2014-07-22,-0.6369,GOOGL
2014-07-21,0,GOOGL
2014-07-21,0,GOOGL
2014-07-18,-0.34,GOOGL
2014-07-18,-0.5106,GOOGL
2014-07-18,-0.34,GOOGL
2014-07-18,0,GOOGL
2014-07-18,0,GOOGL
2014-07-18,0.9153,GOOGL
2014-07-18,0.9153,GOOGL
2014-07-18,-0.296,GOOGL
2014-07-18,0.9153,GOOGL
2014-07-18,-0.1531,GOOGL
2014-07-17,-0.4588,GOOGL
2014-07-17,0,GOOGL
2014-07-17,0,GOOGL
2014-07-17,0.5994,GOOGL
2014-07-17,0.4215,GOOGL
2014-07-17,-0.4939,GOOGL
2014-07-16,-0.9147,GOOGL
2014-07-15,0,GOOGL
2014-07-15,0,GOOGL
2014-07-15,0.7003,GOOGL
2014-07-15,0.7003,GOOGL
2014-07-15,0.8126,GOOGL
2014-07-15,0.4215,GOOGL
2014-07-15,0.2263,GOOGL
2014-07-15,0.8316,GOOGL
2014-07-15,0.8176,GOOGL
2014-07-15,0.5994,GOOGL
2014-07-11,0.34,GOOGL
2014-07-11,0.34,GOOGL
2014-07-11,-0.6249,GOOGL
2014-07-11,-0.6249,GOOGL
2014-07-10,-0.9287,GOOGL
2014-07-10,-0.9287,GOOGL
2014-07-10,-0.7363,GOOGL
2014-07-10,-0.7363,GOOGL
2014-07-09,0,GOOGL
2014-07-09,0,GOOGL
2014-07-09,0,GOOGL
2014-07-07,0,GOOGL
2014-07-07,0,GOOGL
2014-07-07,-0.6124,GOOGL
2014-07-07,0,GOOGL
2014-07-07,0,GOOGL
2014-07-06,0.0439,GOOGL
2014-07-06,0.0439,GOOGL
2014-07-03,-0.5106,GOOGL
2014-07-03,-0.5106,GOOGL
2014-07-03,0.0772,GOOGL
2014-07-03,-0.296,GOOGL
2014-07-03,0.0498,GOOGL
2014-07-03,-0.8481,GOOGL
2014-07-02,-0.4767,GOOGL
2014-07-02,0.6124,GOOGL
2014-07-02,0.2023,GOOGL
2014-07-01,0.34,GOOGL
2014-07-01,0.34,GOOGL
2014-07-01,0,GOOGL
2014-07-01,0,GOOGL
2014-06-30,-0.0156,GOOGL
2014-06-30,-0.6369,GOOGL
2014-06-30,-0.6597,GOOGL
2014-06-30,-0.6369,GOOGL
2014-06-30,0,GOOGL
2014-06-30,0,GOOGL
2014-06-30,0,GOOGL
2014-06-29,0.5267,GOOGL
2014-06-28,0.5267,GOOGL
2014-06-28,0.5267,GOOGL
2014-06-28,0,GOOGL
2014-06-28,0,GOOGL
2014-06-28,0,GOOGL
2014-06-27,0,GOOGL
2014-06-27,0,GOOGL
2014-06-26,-0.2263,GOOGL
2014-06-26,-0.2263,GOOGL
2014-06-26,0,GOOGL
2014-06-26,0,GOOGL
2014-06-25,0.1779,GOOGL
2014-06-25,0.1779,GOOGL
2014-06-25,0.743,GOOGL
2014-06-25,0.743,GOOGL
2014-06-25,0,GOOGL
2014-06-25,0.0258,GOOGL
2014-06-25,0.0258,GOOGL
2014-06-25,0.0258,GOOGL
2014-06-24,-0.296,GOOGL
2014-06-24,0.6908,GOOGL
2014-06-24,0.6908,GOOGL
2014-06-23,0.7269,GOOGL
2014-06-23,0.0258,GOOGL
2014-06-23,0.7269,GOOGL
2014-06-23,0.7269,GOOGL
2014-06-22,0,GOOGL
2014-06-21,0.0258,GOOGL
2014-06-21,0,GOOGL
2014-06-21,0.0258,GOOGL
2014-06-21,0,GOOGL
2014-06-20,0.2023,GOOGL
2014-06-19,-0.5859,GOOGL
2014-06-19,-0.5859,GOOGL
2014-06-19,-0.5267,GOOGL
2014-06-19,0.7506,GOOGL
2014-06-19,0.7269,GOOGL
2014-06-19,0.7269,GOOGL
2014-06-18,0.25,GOOGL
2014-06-17,-0.5588,GOOGL
2014-06-17,-0.5588,GOOGL
2014-06-17,-0.5588,GOOGL
2014-06-17,0.7506,GOOGL
2014-06-16,0,GOOGL
2014-06-15,0.3818,GOOGL
2014-06-15,0,GOOGL
2014-06-13,0.4215,GOOGL
2014-06-13,0.4215,GOOGL
2014-06-12,0.4215,GOOGL
2014-06-12,0.4215,GOOGL
2014-06-12,0.6124,GOOGL
2014-06-10,0,GOOGL
2014-06-10,0,GOOGL
2014-06-10,0,GOOGL
2014-06-10,0,GOOGL
2014-06-06,0.2732,GOOGL
2014-06-06,0.3818,GOOGL
2014-06-05,-0.4939,GOOGL
2014-06-05,0,GOOGL
2014-06-02,0.5413,GOOGL
2014-06-02,0,GOOGL
2014-06-02,0,GOOGL
2014-06-02,-0.2732,GOOGL
2014-06-02,0,GOOGL
2014-06-02,0,GOOGL
2014-06-02,0,GOOGL
2014-06-02,0,GOOGL
2014-06-02,0,GOOGL
2014-05-30,0.6705,GOOGL
2014-05-30,0,GOOGL
2014-05-30,-0.936,GOOGL
2014-05-30,0,GOOGL
2014-05-30,0.2023,GOOGL
2014-05-29,0.6369,GOOGL
2014-05-29,0.6369,GOOGL
2014-05-29,-0.4215,GOOGL
2014-05-29,0.4019,GOOGL
2014-05-29,-0.4215,GOOGL
2014-05-29,0.0772,GOOGL
2014-05-29,0.0772,GOOGL
2014-05-28,0.4767,GOOGL
2014-05-28,0.4767,GOOGL
2014-05-28,0.4767,GOOGL
2014-05-23,0,GOOGL
2014-05-23,0,GOOGL
2014-05-23,0,GOOGL
2014-05-22,0,GOOGL
2014-05-21,0.4019,GOOGL
2014-05-19,0.4939,GOOGL
2014-05-19,0,GOOGL
2014-05-19,0,GOOGL
2014-05-19,0,GOOGL
2014-05-19,-0.296,GOOGL
2014-05-19,0,GOOGL
2014-05-17,-0.2732,GOOGL
2014-05-17,-0.2732,GOOGL
2014-05-17,0.2023,GOOGL
2014-05-17,-0.0772,GOOGL
2014-05-17,0,GOOGL
2014-05-16,-0.0772,GOOGL
2014-05-16,-0.0772,GOOGL
2014-05-16,0.0772,GOOGL
2014-05-15,-0.4019,GOOGL
2014-05-15,0.5984,GOOGL
2014-05-14,0,GOOGL
2014-05-14,0.0772,GOOGL
2014-05-14,0,GOOGL
2014-05-14,0.5106,GOOGL
2014-05-14,0.4215,GOOGL
2014-05-14,0.5106,GOOGL
2014-05-12,-0.7184,GOOGL
2014-05-12,-0.7184,GOOGL
2014-05-11,-0.1027,GOOGL
2014-05-08,0,GOOGL
2014-05-07,0,GOOGL
2014-05-07,0,GOOGL
2014-05-07,0,GOOGL
2014-05-03,0.4215,GOOGL
2014-05-02,0.4215,GOOGL
2014-05-02,0.4215,GOOGL
2014-05-02,0,GOOGL
2014-05-02,0,GOOGL
2014-05-02,0,GOOGL
2014-05-01,0,GOOGL
2014-05-01,0.296,GOOGL
2014-04-30,0.4588,GOOGL
2014-04-30,0.836,GOOGL
2014-04-30,0,GOOGL
2014-04-30,0,GOOGL
2014-04-29,-0.1531,GOOGL
2014-04-29,0.3182,GOOGL
2014-04-28,0,GOOGL
2014-04-28,0,GOOGL
2014-04-25,-0.0516,GOOGL
2014-04-25,-0.0516,GOOGL
2014-04-25,0,GOOGL
2014-04-25,-0.2263,GOOGL
2014-04-24,-0.2263,GOOGL
2014-04-24,-0.2263,GOOGL
2014-04-24,-0.128,GOOGL
2014-04-24,0,GOOGL
2014-04-24,0,GOOGL
2014-04-24,0.3182,GOOGL
2014-04-24,0,GOOGL
2014-04-24,0,GOOGL
2014-04-24,0.2023,GOOGL
2014-04-23,-0.079,GOOGL
2014-04-22,0.3818,GOOGL
2014-04-21,0.743,GOOGL
2014-04-21,0,GOOGL
2014-04-21,0.5267,GOOGL
2014-04-21,0.5267,GOOGL
2014-04-21,-0.3818,GOOGL
2014-04-21,-0.3818,GOOGL
2014-04-21,0.743,GOOGL
2014-04-17,-0.6249,GOOGL
2014-04-17,-0.6249,GOOGL
2014-04-17,-0.6249,GOOGL
2014-04-17,-0.6249,GOOGL
2014-04-17,0.6908,GOOGL
2014-04-17,0.5267,GOOGL
2014-04-17,0,GOOGL
2014-04-17,0,GOOGL
2014-04-17,-0.2263,GOOGL
2014-04-17,-0.6249,GOOGL
2014-04-16,0.8074,GOOGL
2014-04-16,0,GOOGL
2014-04-16,0,GOOGL
2014-04-16,0,GOOGL
2014-04-15,0,GOOGL
2014-04-15,0.4754,GOOGL
2014-04-15,0.4754,GOOGL
2014-04-14,0.5106,GOOGL
2014-04-14,0.5106,GOOGL
2014-04-14,0.5106,GOOGL
2014-04-14,0.296,GOOGL
2014-04-14,0,GOOGL
2014-04-14,0,GOOGL
2014-04-14,0,GOOGL
2014-04-14,0,GOOGL
2014-04-14,-0.5574,GOOGL
2014-04-14,0,GOOGL
2014-04-10,0,GOOGL
2014-04-10,0,GOOGL
2014-04-10,0,GOOGL
2014-04-10,0,GOOGL
2014-04-08,-0.0258,GOOGL
2014-04-08,0,GOOGL
2014-04-08,0,GOOGL
2014-04-08,0,GOOGL
2014-04-07,0.1531,GOOGL
2014-04-06,0.8885,GOOGL
2014-04-06,0.1531,GOOGL
2014-04-04,-0.296,GOOGL
2014-04-03,-0.5358,GOOGL
2014-04-03,0,GOOGL
2014-04-03,-0.2023,GOOGL
2014-04-03,-0.2023,GOOGL
2014-04-03,0,GOOGL
2014-04-03,0,GOOGL
2014-04-03,0.2263,GOOGL
2017-04-19,0.5994,AAPL
2017-04-19,0,AAPL
2017-04-19,0,AAPL
2017-04-19,0,AAPL
2017-04-19,-0.1027,AAPL
2017-04-19,-0.1027,AAPL
2017-04-18,-0.4767,AAPL
2017-04-17,0.2023,AAPL
2017-04-17,0,AAPL
2017-04-14,0.6705,AAPL
2017-04-14,0.6705,AAPL
2017-04-14,0.4019,AAPL
2017-04-14,0,AAPL
2017-04-14,0.4019,AAPL
2017-04-14,0,AAPL
2017-04-14,0.5267,AAPL
2017-04-14,0,AAPL
2017-04-14,0,AAPL
2017-04-13,0.4767,AAPL
2017-04-13,0.7579,AAPL
2017-04-13,0.7579,AAPL
2017-04-13,0.7579,AAPL
2017-04-13,0.1779,AAPL
2017-04-13,0.34,AAPL
2017-04-13,0.4215,AAPL
2017-04-13,0.4215,AAPL
2017-04-12,0,AAPL
2017-04-12,0.4215,AAPL
2017-04-12,0.2023,AAPL
2017-04-11,-0.3182,AAPL
2017-04-11,0,AAPL
2017-04-11,-0.5574,AAPL
2017-04-11,0,AAPL
2017-04-11,0,AAPL
2017-04-11,0.0258,AAPL
2017-04-11,-0.5574,AAPL
2017-04-11,-0.3182,AAPL
2017-04-11,0.6597,AAPL
2017-04-06,0.4019,AAPL
2017-04-06,0.4019,AAPL
2017-04-06,-0.6249,AAPL
2017-04-05,0.4588,AAPL
2017-04-05,0.4588,AAPL
2017-04-05,0.4215,AAPL
2017-04-05,0.5859,AAPL
2017-04-03,0,AAPL
2017-04-03,0.0258,AAPL
2017-04-03,-0.296,AAPL
2017-04-01,0.5267,AAPL
2017-04-01,0.5267,AAPL
2017-03-31,0.296,AAPL
2017-03-31,0,AAPL
2017-03-31,0.7717,AAPL
2017-03-30,0,AAPL
2017-03-30,-0.7184,AAPL
2017-03-30,0,AAPL
2017-03-29,-0.7184,AAPL
2017-03-27,-0.4215,AAPL
2017-03-27,0.4767,AAPL
2017-03-27,0.4767,AAPL
2017-03-27,0.4767,AAPL
2017-03-27,0.4767,AAPL
2017-03-25,-0.4588,AAPL
2017-03-25,-0.4215,AAPL
2017-03-22,0,AAPL
2017-03-22,0,AAPL
2017-03-21,0.7713,AAPL
2017-03-21,0.7713,AAPL
2017-03-21,0,AAPL
2017-03-21,0,AAPL
2017-03-21,0.6597,AAPL
2017-03-21,0,AAPL
2017-03-21,-0.4019,AAPL
2017-03-21,-0.4019,AAPL
2017-03-21,0.2023,AAPL
2017-03-20,0,AAPL
2017-03-20,0,AAPL
2017-03-17,0,AAPL
2017-03-16,-0.8807,AAPL
2017-03-16,-0.8807,AAPL
2017-03-16,-0.8807,AAPL
2017-03-09,-0.5574,AAPL
2017-03-09,-0.5574,AAPL
2017-03-09,0.8225,AAPL
2017-03-09,-0.5574,AAPL
2017-03-06,0.296,AAPL
2017-03-06,0.296,AAPL
2017-03-02,0.765,AAPL
2017-03-02,0.34,AAPL
2017-03-02,0.9042,AAPL
2017-03-02,0.0516,AAPL
2017-03-01,0.0516,AAPL
2017-03-01,0.0516,AAPL
2017-02-28,0.0258,AAPL
2017-02-28,0.0258,AAPL
2017-02-28,-0.296,AAPL
2017-02-27,0.296,AAPL
2017-02-27,0.296,AAPL
2017-02-26,0.0258,AAPL
2017-02-26,0.0258,AAPL
2017-02-25,0.5574,AAPL
2017-02-25,0.6808,AAPL
2017-02-25,0.6808,AAPL
2017-02-25,0,AAPL
2017-02-25,0.5574,AAPL
2017-02-25,0.6808,AAPL
2017-02-24,0.5267,AAPL
2017-02-24,0,AAPL
2017-02-24,0,AAPL
2017-02-23,0,AAPL
2017-02-23,0,AAPL
2017-02-23,0.6705,AAPL
2017-02-23,0.6705,AAPL
